apkname,actividades,proveedor_contenido,receptor_mensajes,servicios,urls,filtros_intent,api_restringidas,api_sospechosas,permisos_solicitados,permisos_usados,uses-feature
com.longyou.haitunpayC6780C7D1398857548A53E4EBAE90CEEE88BAAF3,24,0,0,1,1,1,15,6,12,7,0
com.qilin.wpassword,2,0,0,0,0,1,0,1,2,0,0
app.televisions,9,0,1,1,0,3,4,6,10,4,0
com.app,1,0,0,0,0,1,0,2,1,1,0
ba.basicaccounting,31,0,0,0,0,1,7,2,2,1,0
com.cow.run,10,0,2,2,0,6,0,1,12,0,0
com.blsm.horoscope,12,1,6,4,3,10,9,8,20,7,0
an.CroatianTranslate,2,0,1,1,2,2,2,5,2,2,0
aimoxiu.theme.mx1cbe6f4d259f36dca0f961ba0c795812,1,0,0,0,0,1,0,5,8,4,0
com.natives.whone.service,15,2,2,13,0,12,3,6,71,3,0
com.app,1,0,0,0,0,1,1,1,3,0,0
com.andromo.dev315366,8,0,1,6,0,9,1,5,5,5,1
com.ahmdhoshan,2,0,0,0,0,1,13,3,2,2,0
com,3,0,1,1,0,4,8,4,9,3,0
com.li.songking,7,0,1,1,0,2,0,4,18,1,0
com.ambermuse,2,0,2,2,0,5,2,3,9,4,0
cn.apptimer.daily,8,0,6,4,0,6,0,6,14,3,0
ara.adrija,1,0,0,0,0,1,11,2,0,0,0
com.ball3dorient,8,0,1,3,0,2,2,6,5,5,0
com.DEV2M.BollywoodRomanticSongs,3,0,0,0,0,1,16,5,4,3,0
com.callcloud.app,4,1,1,1,0,4,0,2,8,0,0
com.Cultivationlobstersuccess.ToleStudio,1,0,0,0,0,1,0,0,2,0,0
com.TipsMaskerAlamiRambut.sutriyanidroid,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_kenloon2003.CreatePieChart,1,0,0,0,0,1,34,10,4,3,0
com.game.plantsvszombiesss,1,0,0,0,0,1,5,3,5,2,0
appinventor.ai_rugdan31,3,0,0,0,0,1,30,7,3,3,0
com.gucdxjswow.stone.jean.poweredit,5,0,0,1,0,2,0,2,11,0,0
air.Sebha.A9D.A1452016146AM,1,0,0,0,0,1,8,5,5,2,0
com.heihei.baidu,4,1,3,2,0,3,10,5,55,5,0
co.lvdou.livewallpaper,4,0,1,3,0,4,7,7,7,3,0
com.bookaddictmobile,5,0,0,0,0,1,9,4,2,2,0
aajkal.live,1,0,0,0,0,1,0,1,5,1,0
com.diamonddesigns,3,0,0,0,0,1,4,2,2,2,0
com.gjlixkl.hklccD4AF0076D1F52DC294F8CCAFB5718BB2BF6C71FC,14,0,0,0,3,1,8,8,18,8,2
com.maxidressdesignideas.farrapps,3,0,0,0,0,1,4,2,2,2,0
com.BabyBoysClothes.gonapps,3,0,0,0,0,1,4,2,2,2,0
appinventor.ai_jaredblyth,3,0,0,0,0,1,24,7,3,3,0
com.realae.TKLOIdfsf25A7F72B8F147061B85B54F566F094AC8DA97E75,2,0,1,1,0,4,1,1,9,2,0
appinventor.ai_najih94izzan.ENRIQUEIGLESIAS,3,0,0,0,0,1,35,8,4,4,0
air.drmikey.stringtheory,2,0,1,1,0,4,1,5,8,3,0
com.gamaray.chroma.trfjkskguy,5,0,3,3,0,2,0,1,7,0,0
com.f736191878.njg,1,2,1,1,0,9,3,7,14,9,2
com.ldw.bobo,26,0,0,0,1,2,23,12,9,4,0
com.fuyou.tools.imagescaler,9,0,1,2,0,4,0,1,8,0,0
air.JollyBoyBoxingEscape,2,0,0,0,0,1,7,2,1,1,0
com.kacha.screenshot,26,0,3,6,0,7,0,1,18,0,0
com.bving,9,0,6,4,1,6,2,8,12,8,0
com.akkuzugames.baby.animals.coloring.book.game,5,0,0,0,0,1,12,4,3,3,0
com.iwantompo.pendekar,3,0,0,0,0,1,8,2,2,2,0
ca.notadream.jadensmithquotes,3,0,0,0,0,1,15,4,2,2,0
com.qzk.shareCDD2CA8D0C192E54E4CCD4FD2E8D776022D260DB,33,1,0,0,0,2,0,2,8,0,0
com.bylhzz.zhuoqiu,2,0,1,1,0,2,0,1,15,1,0
com.fourgpal.nav,2,0,10,3,2,17,0,8,28,8,0
com.gucdxj.sudhfhsdhfdd,3,0,0,1,0,1,0,6,10,3,0
cn.tczdx.and,61,0,6,13,0,23,14,13,20,10,1
com.celudescarga,3,0,0,0,0,1,23,8,3,3,0
com.diyShellsCraftideas.Viopesapp,3,0,0,0,0,1,4,2,2,2,0
com.clikeers,1,0,0,0,0,1,2,3,3,2,0
com.appforce.ha,7,0,2,0,0,6,3,7,9,4,0
com.example.pjyx880,13,0,1,0,0,3,0,7,34,11,0
com.eset.ems2.gpB85F7224AE13913FD1B6CCAB78BB9C94AFBAD1CC,1,0,3,3,0,6,1,7,30,13,1
alauxsoft,23,0,0,0,0,1,6,4,1,0,0
com.jhmnq.guandu.hq,9,0,0,1,0,2,2,10,33,9,2
com.example.juzimi,5,1,0,1,0,4,0,6,18,3,0
app.hologram.virtual.game,9,0,0,0,1,1,15,7,9,8,4
com.acr,4,0,0,0,0,2,7,3,3,2,0
com.qmtiku.categoryId_60,26,0,3,4,0,7,0,6,17,3,0
com.okfh.xomk.vybz,4,0,2,2,0,8,3,6,14,4,0
com.dadishu.erpaosh,2,0,2,1,0,4,4,2,10,0,0
com.andan,9,0,5,6,1,9,0,7,16,6,0
brown.bear.bow.typany.u8000000692,5,0,2,0,0,4,10,7,9,4,0
com.SlowrockMalaysiaLawas.kasihibuu,3,0,0,0,0,1,8,2,2,2,0
com.CloudieNetwork.GadgetFlow,9,0,0,0,1,1,9,6,6,2,0
appinventor.ai_tienphong6789.No1PDF,2,0,0,0,0,1,37,8,3,3,0
com.cyou.cma.clauncher.theme,1,0,0,2,0,2,5,7,7,6,0
com.hd.android3036BC5BB4F3FB76F37B8C85E018FA775D2EC548,4,0,1,8,0,3,0,1,22,0,0
com.cabcderbufvkdapao,7,0,1,1,0,2,0,3,8,0,0
com.diy,1,0,0,0,0,1,0,1,7,1,0
com,11,0,6,3,0,12,2,8,17,9,0
bzcx.ikydpkz.com.bd1235,10,0,0,0,1,1,3,6,8,4,0
com.TipsAlamiKulitSehat,3,0,0,0,0,1,8,2,2,2,0
andri.optimizer,23,0,1,0,0,2,3,3,17,3,1
com.ariscent,20,0,0,0,0,1,7,3,5,1,0
com.OsamahAsad.JustForSmart,4,0,0,0,0,1,9,4,6,4,0
com.AllSongsCHRISTINAAGUILERA2017.musik.sawaldroid,3,0,0,0,0,1,8,2,2,2,0
com.hummingbirdlivewallpaper2742653,7,0,1,2,0,4,17,7,8,4,1
com.poipoi.azxdt,2,0,1,1,0,2,0,3,16,2,5
com.fieray.livewallpaper.brightbutterfly,4,0,3,5,1,10,22,5,5,2,3
appinventor.ai_parichat.Income,4,0,0,0,0,1,30,8,5,3,0
com.dsgsdsd,3,0,1,1,0,7,0,3,14,0,0
bubble.level.clinometer.compass,4,0,0,1,1,2,0,5,13,6,0
com.eonsun.Memorandum,7,0,3,3,1,2,5,9,13,8,0
com.englishqs.ivoa.app,19,0,0,4,0,1,0,1,8,0,0
app.android.ninestore,45,2,6,15,4,38,2,8,38,11,0
com.roofdesign.rAweRoH,3,0,0,0,0,1,8,2,2,2,0
al.abt,1,0,0,0,0,1,2,2,1,1,0
com.liubo.tylerbook,12,1,1,1,0,2,3,7,11,6,2
com.bukuoryzaee,3,0,0,0,0,1,18,5,2,2,0
com.charupath.techbpopro,1,0,0,0,0,1,1,1,2,0,0
at.ac.fhstp,4,0,3,1,0,3,4,4,4,2,0
com.hkpy.oxpi.rjcp,14,0,3,2,0,10,3,7,22,5,1
com.netral.rohimapp,3,0,0,0,0,1,8,2,2,2,0
agapechristiansingles.com,4,0,1,1,1,3,4,5,11,5,0
com.cddr.rtgl,2,0,3,1,0,15,0,0,30,0,0
com.pq.yeq.eq,4,0,7,10,1,15,1,7,37,6,0
appinventor.ai_zaenal77hafid.ELLIEGOULDING,3,0,0,0,0,1,34,9,4,4,0
com.pw.pccontrol527ED38F6DABCC1CCD76A02D0E5CCB1C7E552709,17,1,2,3,0,2,0,2,13,0,0
com.artchop,5,0,0,0,0,1,6,4,4,3,0
com.fhksYyYm007h.nhfs,1,0,9,12,9,13,0,13,41,8,0
com.AllSongJustinBieberSorryMp.dedaka,3,0,0,0,0,1,8,2,2,2,0
com.gilbert.eskhrret,4,0,0,0,0,1,7,3,4,3,0
aqa,2,0,0,0,0,1,15,8,0,0,1
com.brogent,11,2,7,1,0,19,7,4,8,4,12
com.mitchbi.sniperfgfdhrhd,46,0,1,1,0,4,3,6,9,4,0
com.cgkk.nloh,6,0,3,5,0,10,7,6,15,4,1
com.gucdxjfk.ingl.kxw.blockgameD3670D84E62E0A7261F1A8A93B9F2019D8E9513D,9,0,0,2,0,1,0,6,9,3,0
cn.bluesky,5,1,1,3,1,2,6,10,10,8,0
anti.corrupt,1,0,0,0,0,1,0,1,5,1,0
com.android.dgl.stopwatch09965AF3596A0801696009491623B8F3E564987D,3,0,0,1,0,1,0,6,10,3,0
com.androdev22,3,0,0,0,0,1,4,2,2,2,0
com.bt.iskateboard,5,0,0,0,0,1,2,6,10,2,0
club.amase.mocubed5A73D6F748D33CA3ECB9D1F7EBD8D16E2980A5E4,6,0,0,0,1,1,5,7,6,2,0
com.gwjppa.jokes,6,1,2,2,0,3,0,3,8,0,0
antalyafarmasi.com,2,0,1,1,0,1,13,10,5,3,0
com.Resepolahanketanlengkap.Rayadeveloper,3,0,0,0,0,1,8,2,2,2,0
com.beanie.radio,1,0,0,0,0,1,3,1,1,0,0
com.arilasso,3,0,0,0,0,1,8,2,2,2,0
com.asdwzfe,7,0,0,0,2,1,3,7,11,4,0
com.elvi.scos,4,0,0,0,0,1,8,3,2,2,0
cn.com.drinkuaidi.app,7,0,4,9,0,6,8,7,22,6,0
com.apptray,7,0,0,0,0,1,1,3,5,4,0
com.luhqio.haitunpay4,32,0,1,2,3,5,20,8,10,5,0
cn.xiaolongonly.andpodsop,3,2,1,6,0,6,0,6,18,3,0
com.lencolfoursi.qwgq,4,0,1,1,0,2,0,3,11,0,0
br.com.brison.colegiomarilice,1,0,0,0,0,1,12,2,2,0,0
com.andromo.dev355173,9,1,0,1,0,1,4,3,3,2,1
com.airplanes.flywatching,4,0,0,0,0,1,0,1,6,2,0
africachinapresscentre.org,2,0,1,1,0,1,13,10,5,3,0
com.newminizysevenqi.hjukpllk,4,0,1,1,0,2,5,6,13,2,0
appinventor.ai_epspasteur,1,0,0,0,0,1,30,7,4,3,0
com.lummox.slink,2,0,4,1,0,11,0,3,12,5,0
com.quyugongzuoshi.jinangwengongjutwo,29,0,3,7,0,15,3,10,35,10,2
com.mhw.vpc.two,9,0,5,8,0,10,0,9,41,4,0
co.lvdou.livewallpaper,2,0,2,2,0,5,8,7,12,5,0
com.bora,3,0,0,1,0,4,4,4,6,4,1
com,6,0,1,0,3,2,8,4,3,2,0
adsvr.soporteweb,1,0,0,0,0,1,0,0,2,0,0
com.mopote.app.marketC16C2515BFB07ABCB6E02B8CF32C47AF90B95EFF,7,0,1,3,0,6,6,10,18,6,0
com.adastan.igneoyalari,1,0,0,0,0,1,14,2,1,0,0
com.NewDesignWallPaint.myapp,3,0,0,0,0,1,4,2,2,2,0
com.nacn.nancclock,0,0,1,2,0,3,1,6,12,5,0
com.mons.fruitss,1,0,1,2,0,7,0,5,27,3,0
com.adqjafaw,10,0,5,4,3,19,0,11,43,9,0
com.A5dmny.Driver,1,0,0,0,0,1,8,2,13,5,0
com.photorecoveryshop.video751D9C380115065A2D39913BB68A781135506E12,6,1,1,0,0,2,2,6,9,2,0
com.gluksuneemoampugames.electricscreenprank,4,0,3,3,0,6,2,6,10,5,0
com.andromo.dev234091,4,0,0,0,0,1,4,3,2,2,1
com.aspire.aqp.storefront,14,0,0,1,1,2,0,6,13,7,0
com.badlogic.gucdxjyltpsdfds3232,5,0,0,1,0,1,0,2,9,0,0
com.msxf.app7911,5,0,0,0,0,1,3,6,10,3,0
appinventor.ai_nuccimail.watspad,1,0,0,0,0,1,34,10,3,3,0
com.mineys.ys,20,0,0,0,0,1,0,1,20,0,2
com.jaison.ovsonline8B2E1C1EA05FEFB3563C5ED39283CB15FBAD21C4,1,1,4,5,0,6,0,3,6,3,0
com.dftly.timeTracker,1,0,0,0,0,1,0,2,1,1,0
com.calculator.more.byzm.moredt,4,0,1,1,0,2,2,3,13,2,0
com.bookaddictmobile.katakataromantisabisbuatmodus,5,0,0,0,0,1,9,4,2,2,0
com.qmtiku.categoryId_83,26,1,3,4,0,7,0,6,18,3,0
com.Hrsw.ytb1,6,0,0,0,0,1,16,5,3,3,0
com.fish.cham.growzasim,4,0,0,0,0,1,8,3,2,2,0
com.akshay9.symbiwifilogin748B3F3587638B46A4D497A0748E0A765BBC6677,5,0,1,0,1,3,3,4,3,1,0
br.com,13,0,0,0,0,1,4,2,2,2,1
com.appsfree,5,0,0,1,0,2,16,5,5,4,1
com.adsindy.songlokton,2,0,0,0,1,1,9,8,4,4,0
aacnet.eu,14,0,7,2,2,11,0,4,15,9,0
com.judian,8,2,1,1,0,9,4,9,19,10,2
com.djmamamuda,3,0,0,0,0,1,9,3,2,2,0
com.castit,8,0,0,1,1,1,14,7,7,3,0
com.chuanyidapeixiaobangshou.appshuai,9,0,5,5,0,3,2,3,8,1,0
com.KoKdev.jixiaMOTO,3,0,0,1,0,1,0,6,9,3,0
com.arapaho.guadeloupe,8,0,0,0,0,1,8,3,4,1,0
com.BondanPrakosoFade2BlackKoleksiMp3.Emakapps,3,0,0,0,0,1,8,2,2,2,0
com.linan56.owner,3,1,2,6,0,11,0,9,23,10,2
com.royalstar.mandranews,1,0,0,0,0,1,0,0,2,0,0
com.dsrnaozhong.android,12,2,4,4,1,6,1,9,17,9,5
com,3,0,1,1,0,4,8,4,10,3,1
com.ktls.fileinfo,16,0,8,6,0,18,0,2,17,0,0
com.igitaldreamss.swissarmyknife,16,0,2,2,0,19,0,4,12,4,3
com.notary.call.act,24,0,0,1,0,1,0,2,11,0,0
com.azfreegame,8,0,2,0,0,6,0,6,15,7,0
com.anisa.KumpulanCerpenIslami,3,0,0,0,0,1,9,3,2,2,0
cn.eceiekeh,3,0,1,1,0,2,0,6,10,3,0
com.betterdict,6,0,0,0,0,1,14,7,7,5,0
com.bhdguf.hdf545656,2,0,3,3,0,18,0,4,17,1,0
com.BabyHats.gonapps,3,0,0,0,0,1,4,2,2,2,0
com.alexandrud,29,0,1,1,0,2,6,6,2,2,0
com.camsonic,18,0,0,0,0,1,8,6,3,2,0
com.applegargensoft,9,0,4,4,1,9,1,7,14,7,0
com.android.core.monitor.debug,3,0,11,1,0,18,1,8,23,8,4
com.StairDesignlidaf,3,0,0,0,0,1,9,3,2,2,0
com.automotiontv,3,0,4,3,0,5,3,4,9,5,3
com.nnx.daily.newserver2,1,0,7,7,1,2,14,10,13,3,0
com.aajzapp,15,3,4,5,1,23,4,10,27,12,2
com.dohvgidfseg,7,0,2,3,0,8,0,5,15,6,0
com.feike.smartprojects.RAMOptimization,7,0,2,7,0,5,0,6,14,3,0
com.androidhelios,2,0,0,0,0,1,12,5,2,2,0
air.DA14MTCPLa,1,0,0,0,0,1,0,2,1,0,0
appinventor.ai_bolo122,5,0,0,0,0,1,26,8,8,4,0
com.chabandelmas,5,0,3,1,0,6,3,4,6,4,0
com.amientertainment,40,1,0,0,0,2,3,7,9,2,2
com.future.zombiedefensefgfhrhd,2,0,3,2,0,8,6,6,9,2,0
com.atlanticmobi,2,0,2,4,0,7,14,8,14,6,2
com.qqzcrq.myht,9,0,0,0,0,1,29,7,4,1,1
com.chufj.thrui,32,1,11,21,8,36,0,13,38,10,0
com.cdutx.rollcall,3,0,0,1,0,1,2,6,9,2,0
aimoxiu.theme.mx12eef9d4765d2de1abf5d157804838a8,1,0,0,0,0,1,0,5,8,4,0
com.BreakfastPotatoes.SankaApps,3,0,0,0,0,1,9,3,2,2,0
com.appsbar,30,0,0,0,0,1,6,3,10,2,0
com.qingzhou.solarcloudmanager,7,0,0,0,0,1,0,2,4,0,0
com.btrt,2,0,3,1,0,15,0,0,30,0,0
com.example.tiaozhan,3,0,0,0,0,1,0,1,7,0,0
com.fildan.pendekar,3,0,0,0,0,1,8,2,2,2,0
com.diyjewelrycrafttutorials.backsodor,3,0,0,0,0,1,8,2,2,2,0
com.app93,20,1,0,0,1,2,8,7,8,4,0
at.hgz.vocabletrainer,9,1,0,0,0,2,18,4,1,0,0
com.lulingchl.jamjam,8,0,1,4,0,5,0,2,12,0,0
co.uk.solersystems.eurocrosswordes,5,0,0,0,0,1,5,2,2,2,0
apps.infinite.shotgunpumpsound,5,0,0,0,0,1,15,4,2,2,0
com.appmk.book,7,0,0,0,0,3,0,2,8,3,0
com.align.volume.booster,4,0,2,3,0,4,7,3,7,5,7
appinventor.ai_andro_sukses7,2,0,0,0,0,1,27,7,5,4,0
com.abacast,22,1,1,7,0,7,2,3,8,4,1
com.helloneighbourguide,7,0,4,1,0,2,3,5,14,8,0
com.badmintonshirtdesign,3,0,0,0,0,1,8,2,2,2,0
com.dksmdz,11,0,0,0,0,1,8,7,11,4,0
com.geolo.android.flarsersong,6,0,1,1,0,2,2,6,9,3,0
cn.fj.mrlixirong,1,0,0,0,0,1,1,4,8,4,0
com,4,0,0,0,0,1,18,5,4,3,0
com.chichewa.dictionary,2,0,0,0,0,2,19,6,3,3,0
com.brainpub.everypro.flowerfairy,1,0,0,0,0,0,0,0,0,0,0
com.aphxidoa,8,0,4,8,4,19,0,12,42,10,0
com.calculator.more.byzm,4,0,1,1,0,2,2,3,13,2,0
com.GirlsLehengaDesign2018.myapp,3,0,0,0,0,1,4,2,2,2,0
com.magic.zhju,1,0,1,1,0,13,0,2,15,0,0
appinventor.ai_andro_sukses7.ShakiraElDorado,4,0,0,0,0,1,34,9,4,4,0
com.rubik4x4.btxapp,2,0,0,0,0,1,8,2,2,2,0
com.DesainJendelaRumahTerbaru,3,0,0,0,0,1,9,3,2,2,0
com.buffalo.software.studyenglish.grammarpractice,11,0,0,0,0,1,14,7,4,4,0
com.baobao.suansu,4,0,1,2,0,4,2,7,8,5,0
com.JohnMayer.oscadroid,3,0,0,0,0,1,8,2,2,2,0
com.acquirednotions,26,0,0,2,0,1,0,5,3,2,0
angermanagementcourses,4,0,1,1,1,3,4,5,11,5,0
com.android.liulingwu3E027017246C938808CE2D6ABE54FB8501BC92B2,4,0,3,1,0,9,0,0,19,0,0
com.arnx,4,0,2,3,0,4,7,3,7,5,7
com.ayansh,9,0,1,1,0,9,2,4,8,5,0
cn.org.vp4sr.pg4t6p,10,0,2,6,0,13,0,3,11,0,0
com.gucdxjfk.ingl.kxw.blockgame951,9,0,0,1,0,1,0,2,8,0,0
com.CerpenRomantis.BerkahCorp,3,0,0,0,0,1,8,2,2,2,0
com.b,3,0,2,1,0,4,5,6,9,5,0
com.app.generic1,1,0,7,7,0,2,14,10,12,3,0
com.balo,4,0,0,0,0,1,8,3,2,2,0
com.androlua.compass,3,0,0,1,0,3,0,6,5,2,0
com.changapps,6,0,0,0,0,1,14,3,7,3,2
appinventor.ai_najih94izzan.JABRAFAN,3,0,0,0,0,1,25,7,6,5,0
com.digitalmedia,4,0,0,0,0,1,8,3,4,2,0
com.andromo.dev506002,13,1,0,1,0,1,5,4,2,2,1
com.newinfomaeightba.huansuan,4,0,1,1,0,2,0,3,11,0,0
com.aruliu.religimisharyrashidmp3,2,0,0,0,0,1,7,2,6,3,0
com.dnp.android.gaswala,5,0,0,0,0,1,10,4,2,2,0
app.visual_lab.galmoji,2,0,2,0,0,6,0,3,3,2,0
com.digital_and_dreams.android,17,0,1,2,0,5,0,2,15,0,3
com.aghasl.ljanaba.doaa.kisas.wasafat.luna,15,0,1,1,0,2,5,4,6,4,0
com.mitchbi.snipergjhkkjutgf,46,0,1,1,0,4,3,6,9,4,0
com.ada.app.wifistrengthen,9,0,10,10,0,18,0,1,20,0,0
com.bannang,3,0,0,0,0,1,5,3,4,2,0
com.dandfnk.hondfD04D2965068101AB1B4993466042CA08D454FF20,3,0,1,1,0,2,0,2,8,0,0
com.kokogames.IQchlange3D40608B9FCD3E6DC9AB77D80793CF40E1D50BD2,7,0,0,4,0,1,0,2,7,0,0
com.carbonbyte,8,0,2,1,0,4,4,3,4,3,0
com.mmp.music.x12AF6CA6421BB35D6FE787F3BD5052FDF37887751,9,3,4,4,0,14,3,3,11,3,0
com.gypn.udlw.tskh,30,0,3,2,0,10,3,7,22,5,1
com.gst.bigu,4,0,0,0,0,1,11,5,5,4,0
com.livewallpaper365.ts20160707,8,0,1,3,0,8,1,6,16,4,3
com.haifer.qingyoureader,21,1,1,2,0,4,0,2,14,0,0
com.ringtonecutter.mediatools.makertrimmer,13,0,1,2,0,2,0,2,12,0,0
anzh2,5,0,2,0,0,6,7,6,5,4,0
com.accupresure,2,0,0,0,0,1,3,5,5,2,0
com.qihoo.paymentmethod,23,0,0,0,0,1,0,3,6,1,0
com.hd.android,4,0,1,8,0,3,0,1,22,0,0
com.ashishrattanbarkha.villatersa,1,0,0,0,0,1,0,0,1,0,0
com.hoo.sdt.anzhiE42D8687E9EAB519B7EA15D1C06C36DFAE3ADAAC,7,0,0,0,0,1,0,1,8,0,0
com.DesignWomensPants.hamstudio,3,0,0,0,0,1,8,2,2,2,0
com.adsmom.tailorbird,8,0,0,0,0,1,15,5,3,3,0
berlin.eventfinder,2,0,0,0,0,2,12,4,3,1,0
appinventor.ai_James_Smithmeyer,3,0,0,0,0,1,22,8,4,4,0
appinventor.ai_cburton806.StoptheIlluminati,3,0,0,0,0,1,30,8,4,3,0
com.example.bohetong,5,0,2,2,2,3,3,11,16,9,0
com.gameloft.android.GloftGAN2_UShb,2,0,1,1,0,2,6,2,9,0,0
com.qmtiku.categoryId_38,26,0,3,4,0,7,0,6,17,3,0
com.E.L.I.lab.dev3939.andapps041,3,0,1,2,0,9,1,4,4,3,1
com.roidgame.dooat,2,0,1,1,0,2,0,2,7,0,0
com.lacourt.android.areaconversor,4,0,0,0,0,1,14,4,2,2,0
com.andromo.dev27897,4,0,1,2,0,9,1,4,4,3,1
com.hd.androidBB47131F0DF544DC74D760E0A524E5899D0B0207,4,0,1,8,0,3,0,1,22,0,0
com.baidu,27,1,1,1,3,3,9,7,18,7,2
com.appa,2,0,0,0,0,1,8,3,2,2,0
com.atlantichockey,42,0,3,1,1,3,1,5,15,5,0
augustmm.app,9,0,1,2,0,4,0,3,8,0,0
co.safevoice,16,0,2,2,0,6,7,5,15,4,0
com.fertility.pregnancy,4,0,0,0,0,1,6,3,5,4,0
com.fadfwe.GuessGC,7,0,0,1,0,1,0,6,8,3,0
com.aglook.decxsm,15,0,0,0,0,1,9,7,17,5,0
com.customermobile.att.zte.trek2hd,4,0,1,1,0,6,0,4,81,5,7
appinventor.ai_davidemele2015,1,0,0,0,1,1,28,7,4,4,0
com.DIYEggshellCraft.mantiliapp,3,0,0,0,0,1,4,2,2,2,0
com.brunomarswheniwasyourman.icicdroid,3,0,0,0,0,1,8,2,2,2,0
com.blogspot,18,0,0,0,0,1,6,5,2,2,0
com.bmsoft,11,0,0,0,0,1,0,2,8,1,0
co.pk.kuenceng.teriyaadsong,5,0,0,0,0,1,10,3,4,2,0
com.feike.smartprojects.RAMOptimizationF4414DBAC4C41919437C40EB20CFE54038EBAE60,7,0,4,5,0,6,0,6,16,3,0
com.budidaya.tanaman,2,0,0,0,0,1,7,2,6,3,0
com.africanapps,3,0,0,0,0,1,11,2,0,0,0
com.desaindapurminimalis,3,0,0,0,0,1,8,2,2,2,0
com.elfswipe87B81F8A84C15907D56F1598331D8BE3375BE08B,7,1,3,5,0,10,12,7,15,5,1
com.billy,24,0,4,3,0,18,0,6,25,3,0
com.alboteanu.stopwatch,3,0,0,0,0,1,15,4,2,2,0
com.gghjk.comyyyus,15,0,4,6,0,14,3,10,20,9,0
com.gesture.s.speed,9,0,0,10,0,2,2,6,14,2,2
com.AnekaResepBrownis.awanapp,3,0,0,0,0,1,8,2,2,2,0
com.rufadsae.hjt,7,0,2,3,0,5,2,3,25,3,0
com.dxjxrr,3,0,0,2,0,1,0,6,11,3,0
com.ahjs.wojd,2,0,2,2,0,5,3,6,7,4,0
biz,2,0,0,0,0,1,6,4,2,2,0
appinventor.ai_boyjonauth.FmMauritius,1,0,0,0,1,1,28,7,4,4,0
air.uk.co.kingfisher_systems.eastbourne,1,0,0,0,0,1,0,1,1,0,0
appinventor.ai_rowrigo.RadioFeyPoder,1,0,0,0,0,1,28,7,5,4,0
com.pearnadoy.eqjizt,2,0,1,1,0,2,1,4,10,3,0
com.easycurlyhairstyletutorials.koreogo,3,0,0,0,0,1,4,2,2,2,0
com.aes.des.kk,7,0,0,0,0,1,0,2,0,0,0
com.fenghe.android.windcalendar,13,0,1,3,1,6,3,8,11,7,1
com.appsmakerstore,2,0,1,1,0,3,13,3,4,2,0
cn.d.vdfrt,18,0,0,1,0,1,0,0,9,0,0
com.TattooImages.KingUps,3,0,0,0,0,1,4,2,2,2,0
com.most8.dxjxrr,4,0,1,1,0,2,0,6,11,3,0
ambarstudios,6,0,0,0,0,1,10,3,3,3,0
com.dancinwuda.game.xmdr,5,0,1,1,0,2,0,3,18,2,0
com.pw.pccontrol,16,0,1,2,0,2,0,6,14,3,0
com.andro.shoesknittedforkids,2,0,0,0,0,1,7,2,6,3,0
arabic.quran.free,8,2,3,3,1,4,5,6,9,4,0
com.elfswipe6B5D55D2F17AC07804A5311B6046FE45F5E2C060,7,1,3,5,0,10,12,7,15,5,1
com.lqd.camera99BC28397575CFC68C270A5A9020D8446E338DCE,6,0,0,0,0,1,0,1,10,0,2
com.appsbymickey,7,0,0,0,0,1,10,3,2,2,0
com.a12w.d2sdl.vbop,2,0,4,7,0,9,0,0,28,0,0
com.englishqs.ivoa.app329C5E004E8EB5331722183106C490BEB7DF2330,23,0,0,7,0,1,0,6,11,3,0
com.meiriyougou.cn8D687E0367FEE21C829F9BB984CB54BFB8C60CD0,14,0,1,1,0,6,20,9,10,4,0
com.duoduo.cailing,8,0,3,5,1,11,3,9,21,9,0
com.SimpleDrawingTutorial.ucuper,3,0,0,0,0,1,4,2,2,2,0
appinventor.ai_untigredominicano.ElTigreDominicano,5,0,0,0,0,1,23,8,10,6,0
appinventor.ai_lila80sari.SITINURHALIZA,3,0,0,0,0,1,34,9,4,4,0
com.myrtds.game.andirosxvnsa,2,0,1,1,0,2,7,2,7,0,0
com.criketapp.startluck,5,0,1,1,0,2,0,2,7,0,0
com.laguarilasso.votedev,3,0,0,0,0,1,8,2,2,2,0
com.hdpwim.hmbemktq,16,0,1,2,2,5,19,8,13,5,0
com.EmporisEngg.GSTINDetail,27,0,0,0,0,3,4,4,14,6,2
appinventor.ai_purestylecreations.CheatsSkyrim5,2,0,0,0,0,1,37,8,3,3,0
com.Mp3KoleksiTrioAmbisi.HestiFRWI,3,0,0,0,0,1,8,2,2,2,0
borghetto,5,0,0,0,0,5,0,1,0,0,0
com.codehaha,6,0,1,1,1,3,5,5,6,4,1
com.ObatTradisionalBatuGinjal.rizaluye,3,0,0,0,0,1,8,2,2,2,0
appinventor.ai_najih94izzan.KEVINROLDAN,3,0,0,0,0,1,34,9,4,4,0
com.airportinformer.primo,2,0,0,0,0,1,22,5,3,2,0
com.newminisixliu.detective,5,0,1,1,0,2,0,4,12,3,0
com.canwikamobile,3,0,0,0,0,1,5,2,2,2,0
archi.dune,9,0,0,0,1,2,9,6,3,1,0
com.covvr,4,0,0,0,0,1,14,2,0,0,0
appinventor.ai_developergames2012,2,0,0,0,0,1,25,8,9,5,0
com.lanzou.gwa,2,1,1,1,0,9,4,8,19,9,2
com.brobox,4,0,0,0,0,1,6,3,2,2,0
co.kahra.vslifecounter,1,0,0,0,0,1,11,2,0,0,0
